99.5	0.011237806995	0.00418670009736
199.5	0.0147495846833	0.00392255151462
299.5	0.0288589210073	0.00627966059469
399.5	0.0399176352827	0.00755686609058
499.5	0.0545413562854	0.00926254420686
599.5	0.0678996766501	0.010565180805
699.5	0.0733235141796	0.0106372624056
799.5	0.0824719958378	0.0112528628506
899.5	0.0874598152578	0.0113361001723
999.5  	0.0842168491186	0.0104909977925
1099.5	0.0849875035857	0.0102121461995
1199.5	0.08395901505	0.00979648502347
1299.5	0.0774747352117	0.00888018551245
1399.5	0.0739132085698	0.00834460461542
1499.5	0.0700615667746	0.00783857610068
1599.5	0.0629866830028	0.00708459042663
1699.5	0.0577540280418	0.00655818941521
1799.5	0.0533477895889	0.00614881804411
1899.5	0.0475239976312	0.00565454699398
1999.5	0.0426060632934	0.00527327502128
2099.5	0.0385985884496	0.00499599904801
2199.5	0.0342044628395	0.0047121245026
2299.5	0.0302928707258	0.0044886802734
2399.5	0.0271078484909	0.00433976754692
2499.5	0.023996313159	0.00421201561364
2599.5	0.021159233486	0.00411852040715
2699.5	0.0187836401198	0.00407047356799
2799.5	0.0166073480871	0.00404686736038
2899.5	0.0146313300357	0.00404637589658
2999.5	0.0129408593254	0.00407352182626
3099.5	0.0114355599557	0.00412021352578
3199.5	0.0100799063621	0.0041831672952
3299.5	0.00890278646502	0.00426348892223
3399.5	0.00786782491297	0.00435809181963
3499.5	0.00695082671722	0.00446485345556
3599.5	0.00615563756338	0.00458352030082
3699.5	0.00546206289452	0.00471240043029
